Name,Version,Val,States,ID,Data,Name,Flags
,,6,1_upside_down_bit=1 | 3_weirdo_direction=2,163,6,acacia_stairs,
,,7,1_upside_down_bit=1 | 3_weirdo_direction=3,163,7,acacia_stairs,
acacia_standing_sign,10,0,3_ground_sign_direction=0,63,0,standing_sign,
,10,1,3_ground_sign_direction=1,63,1,standing_sign,
,10,2,3_ground_sign_direction=2,63,2,standing_sign,
,10,3,3_ground_sign_direction=3,63,3,standing_sign,
,10,4,3_ground_sign_direction=4,63,4,standing_sign,
,10,5,3_ground_sign_direction=5,63,5,standing_sign,
,10,6,3_ground_sign_direction=6,63,6,standing_sign,
,10,7,3_ground_sign_direction=7,63,7,standing_sign,
,10,8,3_ground_sign_direction=8,63,8,standing_sign,
,10,9,3_ground_sign_direction=9,63,9,standing_sign,
,10,10,3_ground_sign_direction=10,63,10,standing_sign,
,10,11,3_ground_sign_direction=11,63,11,standing_sign,
,10,12,3_ground_sign_direction=12,63,12,standing_sign,
,10,13,3_ground_sign_direction=13,63,13,standing_sign,
,10,14,3_ground_sign_direction=14,63,14,standing_sign,
,10,15,3_ground_sign_direction=15,63,15,standing_sign,
acacia_trapdoor,,0,3_direction=0 | 1_open_bit=0 | 1_upside_down_bit=0,277,3,acacia_trapdoor,
,,1,3_direction=1 | 1_open_bit=0 | 1_upside_down_bit=0,277,2,acacia_trapdoor,
,,2,3_direction=2 | 1_open_bit=0 | 1_upside_down_bit=0,277,1,acacia_trapdoor,
,,3,3_direction=3 | 1_open_bit=0 | 1_upside_down_bit=0,277,0,acacia_trapdoor,
,,4,3_direction=0 | 1_open_bit=0 | 1_upside_down_bit=1,277,11,acacia_trapdoor,
,,5,3_direction=1 | 1_open_bit=0 | 1_upside_down_bit=1,277,10,acacia_trapdoor,
,,6,3_direction=2 | 1_open_bit=0 | 1_upside_down_bit=1,277,9,acacia_trapdoor,
,,7,3_direction=3 | 1_open_bit=0 | 1_upside_down_bit=1,277,8,acacia_trapdoor,
,,8,3_direction=0 | 1_open_bit=1 | 1_upside_down_bit=0,277,7,acacia_trapdoor,
,,9,3_direction=1 | 1_open_bit=1 | 1_upside_down_bit=0,277,6,acacia_trapdoor,
,,10,3_direction=2 | 1_open_bit=1 | 1_upside_down_bit=0,277,5,acacia_trapdoor,
,,11,3_direction=3 | 1_open_bit=1 | 1_upside_down_bit=0,277,4,acacia_trapdoor,
,,12,3_direction=0 | 1_open_bit=1 | 1_upside_down_bit=1,277,15,acacia_trapdoor,
,,13,3_direction=1 | 1_open_bit=1 | 1_upside_down_bit=1,277,14,acacia_trapdoor,
,,14,3_direction=2 | 1_open_bit=1 | 1_upside_down_bit=1,277,13,acacia_trapdoor,
,,15,3_direction=3 | 1_open_bit=1 | 1_upside_down_bit=1,277,12,acacia_trapdoor,
acacia_wall_sign,10,2,3_facing_direction=2,68,2,wall_sign,
,10,3,3_facing_direction=3,68,3,wall_sign,
,10,4,3_facing_direction=4,68,4,wall_sign,
,10,5,3_facing_direction=5,68,5,wall_sign,
activator_rail,,0,1_rail_data_bit=0 | 3_rail_direction=0,157,0,activator_rail,
,,1,1_rail_data_bit=0 | 3_rail_direction=1,157,1,activator_rail,
,,2,1_rail_data_bit=0 | 3_rail_direction=2,157,2,activator_rail,
,,3,1_rail_data_bit=0 | 3_rail_direction=3,157,3,activator_rail,
,,4,1_rail_data_bit=0 | 3_rail_direction=4,157,4,activator_rail,
,,5,1_rail_data_bit=0 | 3_rail_direction=5,157,5,activator_rail,
,,8,1_rail_data_bit=1 | 3_rail_direction=0,157,8,activator_rail,
,,9,1_rail_data_bit=1 | 3_rail_direction=1,157,9,activator_rail,
,,10,1_rail_data_bit=1 | 3_rail_direction=2,157,10,activator_rail,
,,11,1_rail_data_bit=1 | 3_rail_direction=3,157,11,activator_rail,
,,12,1_rail_data_bit=1 | 3_rail_direction=4,157,12,activator_rail,
,,13,1_rail_data_bit=1 | 3_rail_direction=5,157,13,activator_rail,
andesite_stairs,10,0,1_upside_down_bit=0 | 3_weirdo_direction=0,67,0,stone_stairs,
,10,1,1_upside_down_bit=0 | 3_weirdo_direction=1,67,1,stone_stairs,
,10,2,1_upside_down_bit=0 | 3_weirdo_direction=2,67,2,stone_stairs,
,10,3,1_upside_down_bit=0 | 3_weirdo_direction=3,67,3,stone_stairs,
,10,4,1_upside_down_bit=1 | 3_weirdo_direction=0,67,4,stone_stairs,
,10,5,1_upside_down_bit=1 | 3_weirdo_direction=1,67,5,stone_stairs,
,10,6,1_upside_down_bit=1 | 3_weirdo_direction=2,67,6,stone_stairs,
,10,7,1_upside_down_bit=1 | 3_weirdo_direction=3,67,7,stone_stairs,
anvil,,0,8_damage=undamaged | 3_direction=0,145,0,anvil,
,,1,8_damage=undamaged | 3_direction=1,145,1,anvil,
,,2,8_damage=undamaged | 3_direction=2,145,2,anvil,
,,3,8_damage=undamaged | 3_direction=3,145,3,anvil,
,,4,8_damage=slightly_damaged | 3_direction=0,145,4,anvil,
,,5,8_damage=slightly_damaged | 3_direction=1,145,5,anvil,
,,6,8_damage=slightly_damaged | 3_direction=2,145,6,anvil,
,,7,8_damage=slightly_damaged | 3_direction=3,145,7,anvil,
,,8,8_damage=very_damaged | 3_direction=0,145,8,anvil,
,,9,8_damage=very_damaged | 3_direction=1,145,9,anvil,
,,10,8_damage=very_damaged | 3_direction=2,145,10,anvil,
,,11,8_damage=very_damaged | 3_direction=3,145,11,anvil,
bamboo,9,0,1_age_bit=0 | 8_bamboo_leaf_size=no_leaves | 8_bamboo_stalk_thickness=thin,0,0,air,
,9,1,1_age_bit=0 | 8_bamboo_leaf_size=no_leaves | 8_bamboo_stalk_thickness=thick,0,0,air,
,9,2,1_age_bit=0 | 8_bamboo_leaf_size=small_leaves | 8_bamboo_stalk_thickness=thin,0,0,air,
,9,3,1_age_bit=0 | 8_bamboo_leaf_size=small_leaves | 8_bamboo_stalk_thickness=thick,0,0,air,
,9,4,1_age_bit=0 | 8_bamboo_leaf_size=large_leaves | 8_bamboo_stalk_thickness=thin,0,0,air,
,9,5,1_age_bit=0 | 8_bamboo_leaf_size=large_leaves | 8_bamboo_stalk_thickness=thick,0,0,air,
,9,8,1_age_bit=1 | 8_bamboo_leaf_size=no_leaves | 8_bamboo_stalk_thickness=thin,0,0,air,
,9,9,1_age_bit=1 | 8_bamboo_leaf_size=no_leaves | 8_bamboo_stalk_thickness=thick,0,0,air,
,9,10,1_age_bit=1 | 8_bamboo_leaf_size=small_leaves | 8_bamboo_stalk_thickness=thin,0,0,air,
,9,11,1_age_bit=1 | 8_bamboo_leaf_size=small_leaves | 8_bamboo_stalk_thickness=thick,0,0,air,
,9,12,1_age_bit=1 | 8_bamboo_leaf_size=large_leaves | 8_bamboo_stalk_thickness=thin,0,0,air,
,9,13,1_age_bit=1 | 8_bamboo_leaf_size=large_leaves | 8_bamboo_stalk_thickness=thick,0,0,air,
bamboo_sapling,9,,,0,0,air,
barrel,10,2,3_facing_direction=2 | 1_open_bit=0,54,2,chest,
,10,3,3_facing_direction=3 | 1_open_bit=0,54,3,chest,
,10,4,3_facing_direction=4 | 1_open_bit=0,54,4,chest,
,10,5,3_facing_direction=5 | 1_open_bit=0,54,5,chest,
,10,0,3_facing_direction=0 | 1_open_bit=0,54,0,chest,
,10,1,3_facing_direction=1 | 1_open_bit=0,54,1,chest,
,10,10,3_facing_direction=2 | 1_open_bit=1,54,2,chest,
,10,11,3_facing_direction=3 | 1_open_bit=1,54,3,chest,
,10,12,3_facing_direction=4 | 1_open_bit=1,54,4,chest,
,10,13,3_facing_direction=5 | 1_open_bit=1,54,5,chest,
,10,8,3_facing_direction=0 | 1_open_bit=1,54,0,chest,
,10,9,3_facing_direction=1 | 1_open_bit=1,54,1,chest,
barrier,,,,166,0,barrier,
beacon,,,,138,0,beacon,
bed,,0,3_direction=0 | 1_head_piece_bit=0 | 1_occupied_bit=0,26,0,bed,
,,1,3_direction=1 | 1_head_piece_bit=0 | 1_occupied_bit=0,26,1,bed,
,,2,3_direction=2 | 1_head_piece_bit=0 | 1_occupied_bit=0,26,2,bed,
,,3,3_direction=3 | 1_head_piece_bit=0 | 1_occupied_bit=0,26,3,bed,
,,4,3_direction=0 | 1_head_piece_bit=0 | 1_occupied_bit=1,26,4,bed,
,,5,3_direction=1 | 1_head_piece_bit=0 | 1_occupied_bit=1,26,5,bed,
,,6,3_direction=2 | 1_head_piece_bit=0 | 1_occupied_bit=1,26,6,bed,
,,7,3_direction=3 | 1_head_piece_bit=0 | 1_occupied_bit=1,26,7,bed,
,,8,3_direction=0 | 1_head_piece_bit=1 | 1_occupied_bit=0,26,8,bed,
,,9,3_direction=1 | 1_head_piece_bit=1 | 1_occupied_bit=0,26,9,bed,
,,10,3_direction=2 | 1_head_piece_bit=1 | 1_occupied_bit=0,26,10,bed,
,,11,3_direction=3 | 1_head_piece_bit=1 | 1_occupied_bit=0,26,11,bed,
,,12,3_direction=0 | 1_head_piece_bit=1 | 1_occupied_bit=1,26,12,bed,
,,13,3_direction=1 | 1_head_piece_bit=1 | 1_occupied_bit=1,26,13,bed,
,,14,3_direction=2 | 1_head_piece_bit=1 | 1_occupied_bit=1,26,14,bed,
,,15,3_direction=3 | 1_head_piece_bit=1 | 1_occupied_bit=1,26,15,bed,
bedrock,,,,7,0,bedrock,
beetroot,,0,3_growth=0,207,0,beetroots,
,,1,3_growth=2,207,1,beetroots,
,,2,3_growth=5,207,2,beetroots,
,,3,3_growth=7,207,3,beetroots,
bell,10,,,41,0,gold_block,
birch_button,,0,1_button_pressed_bit=0 | 3_facing_direction=0,307,0,birch_button,
,,1,1_button_pressed_bit=0 | 3_facing_direction=1,307,5,birch_button,
,,2,1_button_pressed_bit=0 | 3_facing_direction=2,307,4,birch_button,
,,3,1_button_pressed_bit=0 | 3_facing_direction=3,307,3,birch_button,
,,4,1_button_pressed_bit=0 | 3_facing_direction=4,307,2,birch_button,
,,5,1_button_pressed_bit=0 | 3_facing_direction=5,307,1,birch_button,
,,8,1_button_pressed_bit=1 | 3_facing_direction=0,307,8,birch_button,
,,9,1_button_pressed_bit=1 | 3_facing_direction=1,307,13,birch_button,
,,10,1_button_pressed_bit=1 | 3_facing_direction=2,307,12,birch_button,
,,11,1_button_pressed_bit=1 | 3_facing_direction=3,307,11,birch_button,
,,12,1_button_pressed_bit=1 | 3_facing_direction=4,307,10,birch_button,
,,13,1_button_pressed_bit=1 | 3_facing_direction=5,307,9,birch_button,
birch_door,,0,3_direction=0 | 1_open_bit=0 | 1_upper_block_bit=0,194,0,birch_door,
,,1,3_direction=1 | 1_open_bit=0 | 1_upper_block_bit=0,194,1,birch_door,
,,2,3_direction=2 | 1_open_bit=0 | 1_upper_block_bit=0,194,2,birch_door,
,,3,3_direction=3 | 1_open_bit=0 | 1_upper_block_bit=0,194,3,birch_door,
,,4,3_direction=0 | 1_open_bit=1 | 1_upper_block_bit=0,194,4,birch_door,
,,5,3_direction=1 | 1_open_bit=1 | 1_upper_block_bit=0,194,5,birch_door,
,,6,3_direction=2 | 1_open_bit=1 | 1_upper_block_bit=0,194,6,birch_door,
,,7,3_direction=3 | 1_open_bit=1 | 1_upper_block_bit=0,194,7,birch_door,
,,8,1_door_hinge_bit=0 | 1_upper_block_bit=1,194,8,birch_door,
,,9,1_door_hinge_bit=1 | 1_upper_block_bit=1,194,9,birch_door,
birch_fence_gate,,0,3_direction=0 | 1_in_wall_bit=0 | 1_open_bit=0,184,0,birch_fence_gate,
,,1,3_direction=1 | 1_in_wall_bit=0 | 1_open_bit=0,184,1,birch_fence_gate,
,,2,3_direction=2 | 1_in_wall_bit=0 | 1_open_bit=0,184,2,birch_fence_gate,
,,3,3_direction=3 | 1_in_wall_bit=0 | 1_open_bit=0,184,3,birch_fence_gate,
,,4,3_direction=0 | 1_in_wall_bit=0 | 1_open_bit=1,184,4,birch_fence_gate,
,,5,3_direction=1 | 1_in_wall_bit=0 | 1_open_bit=1,184,5,birch_fence_gate,
,,6,3_direction=2 | 1_in_wall_bit=0 | 1_open_bit=1,184,6,birch_fence_gate,
,,7,3_direction=3 | 1_in_wall_bit=0 | 1_open_bit=1,184,7,birch_fence_gate,
,,8,3_direction=0 | 1_in_wall_bit=1 | 1_open_bit=0,184,8,birch_fence_gate,
,,9,3_direction=1 | 1_in_wall_bit=1 | 1_open_bit=0,184,9,birch_fence_gate,
,,10,3_direction=2 | 1_in_wall_bit=1 | 1_open_bit=0,184,10,birch_fence_gate,
,,11,3_direction=3 | 1_in_wall_bit=1 | 1_open_bit=0,184,11,birch_fence_gate,
,,12,3_direction=0 | 1_in_wall_bit=1 | 1_open_bit=1,184,12,birch_fence_gate,
,,13,3_direction=1 | 1_in_wall_bit=1 | 1_open_bit=1,184,13,birch_fence_gate,
,,14,3_direction=2 | 1_in_wall_bit=1 | 1_open_bit=1,184,14,birch_fence_gate,
,,15,3_direction=3 | 1_in_wall_bit=1 | 1_open_bit=1,184,15,birch_fence_gate,
birch_pressure_plate,,0,3_redstone_signal=0,302,0,birch_pressure_plate,
,,1,3_redstone_signal=1,302,1,birch_pressure_plate,
birch_stairs,,0,1_upside_down_bit=0 | 3_weirdo_direction=0,135,0,birch_stairs,
,,1,1_upside_down_bit=0 | 3_weirdo_direction=1,135,1,birch_stairs,
,,2,1_upside_down_bit=0 | 3_weirdo_direction=2,135,2,birch_stairs,
,,3,1_upside_down_bit=0 | 3_weirdo_direction=3,135,3,birch_stairs,
,,4,1_upside_down_bit=1 | 3_weirdo_direction=0,135,4,birch_stairs,
,,5,1_upside_down_bit=1 | 3_weirdo_direction=1,135,5,birch_stairs,
,,6,1_upside_down_bit=1 | 3_weirdo_direction=2,135,6,birch_stairs,
,,7,1_upside_down_bit=1 | 3_weirdo_direction=3,135,7,birch_stairs,
birch_standing_sign,10,0,3_ground_sign_direction=0,63,0,standing_sign,
,10,1,3_ground_sign_direction=1,63,1,standing_sign,
,10,2,3_ground_sign_direction=2,63,2,standing_sign,
,10,3,3_ground_sign_direction=3,63,3,standing_sign,
,10,4,3_ground_sign_direction=4,63,4,standing_sign,
,10,5,3_ground_sign_direction=5,63,5,standing_sign,
,10,6,3_ground_sign_direction=6,63,6,standing_sign,
,10,7,3_ground_sign_direction=7,63,7,standing_sign,
,10,8,3_ground_sign_direction=8,63,8,standing_sign,
,10,9,3_ground_sign_direction=9,63,9,standing_sign,
,10,10,3_ground_sign_direction=10,63,10,standing_sign,
,10,11,3_ground_sign_direction=11,63,11,standing_sign,
,10,12,3_ground_sign_direction=12,63,12,standing_sign,
,10,13,3_ground_sign_direction=13,63,13,standing_sign,
,10,14,3_ground_sign_direction=14,63,14,standing_sign,
,10,15,3_ground_sign_direction=15,63,15,standing_sign,
birch_trapdoor,,0,3_direction=0 | 1_open_bit=0 | 1_upside_down_bit=0,275,3,birch_trapdoor,
,,1,3_direction=1 | 1_open_bit=0 | 1_upside_down_bit=0,275,2,birch_trapdoor,
,,2,3_direction=2 | 1_open_bit=0 | 1_upside_down_bit=0,275,1,birch_trapdoor,
,,3,3_direction=3 | 1_open_bit=0 | 1_upside_down_bit=0,275,0,birch_trapdoor,
,,4,3_direction=0 | 1_open_bit=0 | 1_upside_down_bit=1,275,11,birch_trapdoor,
,,5,3_direction=1 | 1_open_bit=0 | 1_upside_down_bit=1,275,10,birch_trapdoor,
,,6,3_direction=2 | 1_open_bit=0 | 1_upside_down_bit=1,275,9,birch_trapdoor,
,,7,3_direction=3 | 1_open_bit=0 | 1_upside_down_bit=1,275,8,birch_trapdoor,
,,8,3_direction=0 | 1_open_bit=1 | 1_upside_down_bit=0,275,7,birch_trapdoor,
,,9,3_direction=1 | 1_open_bit=1 | 1_upside_down_bit=0,275,6,birch_trapdoor,
,,10,3_direction=2 | 1_open_bit=1 | 1_upside_down_bit=0,275,5,birch_trapdoor,
,,11,3_direction=3 | 1_open_bit=1 | 1_upside_down_bit=0,275,4,birch_trapdoor,
,,12,3_direction=0 | 1_open_bit=1 | 1_upside_down_bit=1,275,15,birch_trapdoor,
,,13,3_direction=1 | 1_open_bit=1 | 1_upside_down_bit=1,275,14,birch_trapdoor,
,,14,3_direction=2 | 1_open_bit=1 | 1_upside_down_bit=1,275,13,birch_trapdoor,
,,15,3_direction=3 | 1_open_bit=1 | 1_upside_down_bit=1,275,12,birch_trapdoor,
birch_wall_sign,10,2,3_facing_direction=2,68,2,wall_sign,
,10,3,3_facing_direction=3,68,3,wall_sign,
,10,4,3_facing_direction=4,68,4,wall_sign,
,10,5,3_facing_direction=5,68,5,wall_sign,
black_glazed_terracotta,,0,3_facing_direction=0,250,0,black_glazed_terracotta,
,,1,3_facing_direction=1,250,1,black_glazed_terracotta,
,,2,3_facing_direction=2,250,2,black_glazed_terracotta,
,,3,3_facing_direction=3,250,3,black_glazed_terracotta,
,,4,3_facing_direction=4,250,4,black_glazed_terracotta,
,,5,3_facing_direction=5,250,5,black_glazed_terracotta,
blast_furnace,10,2,3_facing_direction=2,61,2,furnace,
,10,3,3_facing_direction=3,61,3,furnace,
,10,4,3_facing_direction=4,61,4,furnace,
,10,5,3_facing_direction=5,61,5,furnace,
blue_glazed_terracotta,,0,3_facing_direction=0,246,0,blue_glazed_terracotta,
,,1,3_facing_direction=1,246,1,blue_glazed_terracotta,
,,2,3_facing_direction=2,246,2,blue_glazed_terracotta,
,,3,3_facing_direction=3,246,3,blue_glazed_terracotta,
,,4,3_facing_direction=4,246,4,blue_glazed_terracotta,
,,5,3_facing_direction=5,246,5,blue_glazed_terracotta,
blue_ice,,,,273,0,blue_ice,
bone_block,,0,8_pillar_axis=y,216,0,bone_block,
,,4,8_pillar_axis=x,216,4,bone_block,
,,8,8_pillar_axis=z,216,8,bone_block,
,,0,3_direction=0,216,0,bone_block,
,,4,3_direction=1,216,4,bone_block,
,,8,3_direction=2,216,8,bone_block,
,,0,3_deprecated=0,216,0,bone_block,
,,1,3_deprecated=1,216,0,bone_block,
,,2,3_deprecated=2,216,0,bone_block,
,,3,3_deprecated=3,216,0,bone_block,
,,4,3_deprecated=4,216,4,bone_block,
,,5,3_deprecated=5,216,4,bone_block,
,,6,3_deprecated=6,216,4,bone_block,
,,7,3_deprecated=7,216,4,bone_block,
,,8,3_deprecated=8,216,8,bone_block,
,,9,3_deprecated=9,216,8,bone_block,
,,10,3_deprecated=10,216,8,bone_block,
,,11,3_deprecated=11,216,8,bone_block,
bookshelf,,,,47,0,bookshelf,
brewing_stand,,0,1_brewing_stand_slot_a_bit=0 | 1_brewing_stand_slot_b_bit=0 | 1_brewing_stand_slot_c_bit=0,117,0,brewing_stand,
,,1,1_brewing_stand_slot_a_bit=1 | 1_brewing_stand_slot_b_bit=0 | 1_brewing_stand_slot_c_bit=0,117,1,brewing_stand,
,,2,1_brewing_stand_slot_a_bit=0 | 1_brewing_stand_slot_b_bit=1 | 1_brewing_stand_slot_c_bit=0,117,2,brewing_stand,
,,3,1_brewing_stand_slot_a_bit=1 | 1_brewing_stand_slot_b_bit=1 | 1_brewing_stand_slot_c_bit=0,117,3,brewing_stand,
,,4,1_brewing_stand_slot_a_bit=0 | 1_brewing_stand_slot_b_bit=0 | 1_brewing_stand_slot_c_bit=1,117,4,brewing_stand,
,,5,1_brewing_stand_slot_a_bit=1 | 1_brewing_stand_slot_b_bit=0 | 1_brewing_stand_slot_c_bit=1,117,5,brewing_stand,
,,6,1_brewing_stand_slot_a_bit=0 | 1_brewing_stand_slot_b_bit=1 | 1_brewing_stand_slot_c_bit=1,117,6,brewing_stand,
,,7,1_brewing_stand_slot_a_bit=1 | 1_brewing_stand_slot_b_bit=1 | 1_brewing_stand_slot_c_bit=1,117,7,brewing_stand,
brick_block,,,,45,0,brick_block,
brick_stairs,,0,1_upside_down_bit=0 | 3_weirdo_direction=0,108,0,brick_stairs,
,,1,1_upside_down_bit=0 | 3_weirdo_direction=1,108,1,brick_stairs,
,,2,1_upside_down_bit=0 | 3_weirdo_direction=2,108,2,brick_stairs,
,,3,1_upside_down_bit=0 | 3_weirdo_direction=3,108,3,brick_stairs,
,,4,1_upside_down_bit=1 | 3_weirdo_direction=0,108,4,brick_stairs,
,,5,1_upside_down_bit=1 | 3_weirdo_direction=1,108,5,brick_stairs,
,,6,1_upside_down_bit=1 | 3_weirdo_direction=2,108,6,brick_stairs,
,,7,1_upside_down_bit=1 | 3_weirdo_direction=3,108,7,brick_stairs,
brown_glazed_terracotta,,0,3_facing_direction=0,247,0,brown_glazed_terracotta,
,,1,3_facing_direction=1,247,1,brown_glazed_terracotta,
,,2,3_facing_direction=2,247,2,brown_glazed_terracotta,
,,3,3_facing_direction=3,247,3,brown_glazed_terracotta,
,,4,3_facing_direction=4,247,4,brown_glazed_terracotta,
,,5,3_facing_direction=5,247,5,brown_glazed_terracotta,
brown_mushroom,,,,39,0,brown_mushroom,
brown_mushroom_block,,0,3_huge_mushroom_bits=0,99,0,brown_mushroom_block,
,,1,3_huge_mushroom_bits=1,99,1,brown_mushroom_block,
,,2,3_huge_mushroom_bits=2,99,2,brown_mushroom_block,
,,3,3_huge_mushroom_bits=3,99,3,brown_mushroom_block,
,,4,3_huge_mushroom_bits=4,99,4,brown_mushroom_block,
,,5,3_huge_mushroom_bits=5,99,5,brown_mushroom_block,
,,6,3_huge_mushroom_bits=6,99,6,brown_mushroom_block,
,,7,3_huge_mushroom_bits=7,99,7,brown_mushroom_block,
,,8,3_huge_mushroom_bits=8,99,8,brown_mushroom_block,
,,9,3_huge_mushroom_bits=9,99,9,brown_mushroom_block,
,,10,3_huge_mushroom_bits=10,99,10,brown_mushroom_block,
,,11,3_huge_mushroom_bits=11,99,11,brown_mushroom_block,
,,12,3_huge_mushroom_bits=12,99,12,brown_mushroom_block,
,,13,3_huge_mushroom_bits=13,99,13,brown_mushroom_block,
,,14,3_huge_mushroom_bits=14,99,11,brown_mushroom_block,
,,15,3_huge_mushroom_bits=15,99,10,brown_mushroom_block,
bubble_column,,0,1_drag_down=0,272,0,bubble_column,WATERLOGGED
,,1,1_drag_down=1,272,1,bubble_column,WATERLOGGED
cactus,,0,3_age=0,81,0,cactus,
,,1,3_age=1,81,1,cactus,
,,2,3_age=2,81,2,cactus,
,,3,3_age=3,81,3,cactus,
,,4,3_age=4,81,4,cactus,
,,5,3_age=5,81,5,cactus,
,,6,3_age=6,81,6,cactus,
,,7,3_age=7,81,7,cactus,
,,8,3_age=8,81,8,cactus,
,,9,3_age=9,81,9,cactus,
,,10,3_age=10,81,10,cactus,
,,11,3_age=11,81,11,cactus,
,,12,3_age=12,81,12,cactus,
,,13,3_age=13,81,13,cactus,
,,14,3_age=14,81,14,cactus,
,,15,3_age=15,81,15,cactus,
cake,,0,3_bite_counter=0,92,0,cake,
,,1,3_bite_counter=1,92,1,cake,
,,2,3_bite_counter=2,92,2,cake,
,,3,3_bite_counter=3,92,3,cake,
,,4,3_bite_counter=4,92,4,cake,
,,5,3_bite_counter=5,92,5,cake,
,,6,3_bite_counter=6,92,6,cake,
campfire,10,,,126,1,wooden_slab,
carpet,,0,8_color=white,171,0,carpet,
,,1,8_color=orange,171,1,carpet,
,,2,8_color=magenta,171,2,carpet,
,,3,8_color=light_blue,171,3,carpet,
,,4,8_color=yellow,171,4,carpet,
,,5,8_color=lime,171,5,carpet,
,,6,8_color=pink,171,6,carpet,
,,7,8_color=gray,171,7,carpet,
,,8,8_color=silver,171,8,carpet,
,,9,8_color=cyan,171,9,carpet,
,,10,8_color=purple,171,10,carpet,
,,11,8_color=blue,171,11,carpet,
,,12,8_color=brown,171,12,carpet,
