id, version, meta, id, meta, flags
,0,1,sand,8_sand_type=red,HEIGHTMAP
13,0,,gravel,,HEIGHTMAP
14,0,,gold_ore,,HEIGHTMAP
15,0,,iron_ore,,HEIGHTMAP
16,0,,coal_ore,,HEIGHTMAP
17,0,0,log,8_old_log_type=oak | 8_pillar_axis=y,HEIGHTMAP
,0,4,log,8_old_log_type=oak | 8_pillar_axis=x,HEIGHTMAP
,0,8,log,8_old_log_type=oak | 8_pillar_axis=z,HEIGHTMAP
,0,12,log,8_old_log_type=oak | 8_pillar_axis=y,HEIGHTMAP
,0,1,log,8_old_log_type=spruce | 8_pillar_axis=y,HEIGHTMAP
,0,5,log,8_old_log_type=spruce | 8_pillar_axis=x,HEIGHTMAP
,0,9,log,8_old_log_type=spruce | 8_pillar_axis=z,HEIGHTMAP
,0,13,log,8_old_log_type=spruce | 3_direction=3,HEIGHTMAP
,0,2,log,8_old_log_type=birch | 8_pillar_axis=y,HEIGHTMAP
,0,6,log,8_old_log_type=birch | 8_pillar_axis=x,HEIGHTMAP
,0,10,log,8_old_log_type=birch | 8_pillar_axis=z,HEIGHTMAP
,0,14,log,8_old_log_type=birch | 3_direction=3,HEIGHTMAP
,0,3,log,8_old_log_type=jungle | 8_pillar_axis=y,HEIGHTMAP
,0,7,log,8_old_log_type=jungle | 8_pillar_axis=x,HEIGHTMAP
,0,11,log,8_old_log_type=jungle | 8_pillar_axis=z,HEIGHTMAP
,0,15,log,8_old_log_type=jungle | 3_direction=3,HEIGHTMAP
18,0,0,leaves,8_old_leaf_type=oak | 1_persistent_bit=0 | 1_update_bit=0,HEIGHTMAP
,0,4,leaves,8_old_leaf_type=oak | 1_persistent_bit=1 | 1_update_bit=0,HEIGHTMAP
,0,8,leaves,8_old_leaf_type=oak | 1_persistent_bit=0 | 1_update_bit=1,HEIGHTMAP
,0,12,leaves,8_old_leaf_type=oak | 1_persistent_bit=1 | 1_update_bit=1,HEIGHTMAP
,0,1,leaves,8_old_leaf_type=spruce | 1_persistent_bit=0 | 1_update_bit=0,HEIGHTMAP
,0,5,leaves,8_old_leaf_type=spruce | 1_persistent_bit=1 | 1_update_bit=0,HEIGHTMAP
,0,9,leaves,8_old_leaf_type=spruce | 1_persistent_bit=0 | 1_update_bit=1,HEIGHTMAP
,0,13,leaves,8_old_leaf_type=spruce | 1_persistent_bit=1 | 1_update_bit=1,HEIGHTMAP
,0,2,leaves,8_old_leaf_type=birch | 1_persistent_bit=0 | 1_update_bit=0,HEIGHTMAP
,0,6,leaves,8_old_leaf_type=birch | 1_persistent_bit=1 | 1_update_bit=0,HEIGHTMAP
,0,10,leaves,8_old_leaf_type=birch | 1_persistent_bit=0 | 1_update_bit=1,HEIGHTMAP
,0,14,leaves,8_old_leaf_type=birch | 1_persistent_bit=1 | 1_update_bit=1,HEIGHTMAP
,0,3,leaves,8_old_leaf_type=jungle | 1_persistent_bit=0 | 1_update_bit=0,HEIGHTMAP
,0,7,leaves,8_old_leaf_type=jungle | 1_persistent_bit=1 | 1_update_bit=0,HEIGHTMAP
,0,11,leaves,8_old_leaf_type=jungle | 1_persistent_bit=0 | 1_update_bit=1,HEIGHTMAP
,0,15,leaves,8_old_leaf_type=jungle | 1_persistent_bit=1 | 1_update_bit=1,HEIGHTMAP
19,0,0,sponge,8_sponge_type=dry,HEIGHTMAP
,0,1,sponge,8_sponge_type=wet,HEIGHTMAP
20,0,,glass,,
21,0,,lapis_ore,,HEIGHTMAP
22,0,,lapis_block,,HEIGHTMAP
23,0,0,dispenser,3_facing_direction=0 | 1_triggered_bit=0,HEIGHTMAP | TILE_ENTITY
,0,1,dispenser,3_facing_direction=1 | 1_triggered_bit=0,HEIGHTMAP | TILE_ENTITY
,0,2,dispenser,3_facing_direction=2 | 1_triggered_bit=0,HEIGHTMAP | TILE_ENTITY
,0,3,dispenser,3_facing_direction=3 | 1_triggered_bit=0,HEIGHTMAP | TILE_ENTITY
,0,4,dispenser,3_facing_direction=4 | 1_triggered_bit=0,HEIGHTMAP | TILE_ENTITY
,0,5,dispenser,3_facing_direction=5 | 1_triggered_bit=0,HEIGHTMAP | TILE_ENTITY
,0,8,dispenser,3_facing_direction=0 | 1_triggered_bit=1,HEIGHTMAP | TILE_ENTITY
,0,9,dispenser,3_facing_direction=1 | 1_triggered_bit=1,HEIGHTMAP | TILE_ENTITY
,0,10,dispenser,3_facing_direction=2 | 1_triggered_bit=1,HEIGHTMAP | TILE_ENTITY
,0,11,dispenser,3_facing_direction=3 | 1_triggered_bit=1,HEIGHTMAP | TILE_ENTITY
,0,12,dispenser,3_facing_direction=4 | 1_triggered_bit=1,HEIGHTMAP | TILE_ENTITY
,0,13,dispenser,3_facing_direction=5 | 1_triggered_bit=1,HEIGHTMAP | TILE_ENTITY
24,0,0,sandstone,8_sand_stone_type=default,HEIGHTMAP
,0,1,sandstone,8_sand_stone_type=heiroglyphs,HEIGHTMAP
,0,2,sandstone,8_sand_stone_type=cut,HEIGHTMAP
25,0,,noteblock,,HEIGHTMAP | TILE_ENTITY
26,0,0,bed,3_direction=0 | 1_head_piece_bit=0 | 1_occupied_bit=0,TILE_ENTITY
,0,1,bed,3_direction=1 | 1_head_piece_bit=0 | 1_occupied_bit=0,TILE_ENTITY
,0,2,bed,3_direction=2 | 1_head_piece_bit=0 | 1_occupied_bit=0,TILE_ENTITY
,0,3,bed,3_direction=3 | 1_head_piece_bit=0 | 1_occupied_bit=0,TILE_ENTITY
,0,4,bed,3_direction=0 | 1_head_piece_bit=0 | 1_occupied_bit=1,TILE_ENTITY
,0,5,bed,3_direction=1 | 1_head_piece_bit=0 | 1_occupied_bit=1,TILE_ENTITY
,0,6,bed,3_direction=2 | 1_head_piece_bit=0 | 1_occupied_bit=1,TILE_ENTITY
,0,7,bed,3_direction=3 | 1_head_piece_bit=0 | 1_occupied_bit=1,TILE_ENTITY
,0,8,bed,3_direction=0 | 1_head_piece_bit=1 | 1_occupied_bit=0,TILE_ENTITY
,0,9,bed,3_direction=1 | 1_head_piece_bit=1 | 1_occupied_bit=0,TILE_ENTITY
,0,10,bed,3_direction=2 | 1_head_piece_bit=1 | 1_occupied_bit=0,TILE_ENTITY
,0,11,bed,3_direction=3 | 1_head_piece_bit=1 | 1_occupied_bit=0,TILE_ENTITY
,0,12,bed,3_direction=0 | 1_head_piece_bit=1 | 1_occupied_bit=1,TILE_ENTITY
,0,13,bed,3_direction=1 | 1_head_piece_bit=1 | 1_occupied_bit=1,TILE_ENTITY
,0,14,bed,3_direction=2 | 1_head_piece_bit=1 | 1_occupied_bit=1,TILE_ENTITY
,0,15,bed,3_direction=3 | 1_head_piece_bit=1 | 1_occupied_bit=1,TILE_ENTITY
27,0,0,golden_rail,1_rail_data_bit=0 | 3_rail_direction=0,
,0,1,golden_rail,1_rail_data_bit=0 | 3_rail_direction=1,
,0,2,golden_rail,1_rail_data_bit=0 | 3_rail_direction=2,
,0,3,golden_rail,1_rail_data_bit=0 | 3_rail_direction=3,
,0,4,golden_rail,1_rail_data_bit=0 | 3_rail_direction=4,
,0,5,golden_rail,1_rail_data_bit=0 | 3_rail_direction=5,
,0,8,golden_rail,1_rail_data_bit=1 | 3_rail_direction=0,
,0,9,golden_rail,1_rail_data_bit=1 | 3_rail_direction=1,
,0,10,golden_rail,1_rail_data_bit=1 | 3_rail_direction=2,
,0,11,golden_rail,1_rail_data_bit=1 | 3_rail_direction=3,
,0,12,golden_rail,1_rail_data_bit=1 | 3_rail_direction=4,
,0,13,golden_rail,1_rail_data_bit=1 | 3_rail_direction=5,
28,0,0,detector_rail,1_rail_data_bit=0 | 3_rail_direction=0,
,0,1,detector_rail,1_rail_data_bit=0 | 3_rail_direction=1,
,0,2,detector_rail,1_rail_data_bit=0 | 3_rail_direction=2,
,0,3,detector_rail,1_rail_data_bit=0 | 3_rail_direction=3,
,0,4,detector_rail,1_rail_data_bit=0 | 3_rail_direction=4,
,0,5,detector_rail,1_rail_data_bit=0 | 3_rail_direction=5,
,0,8,detector_rail,1_rail_data_bit=1 | 3_rail_direction=0,
,0,9,detector_rail,1_rail_data_bit=1 | 3_rail_direction=1,
,0,10,detector_rail,1_rail_data_bit=1 | 3_rail_direction=2,
,0,11,detector_rail,1_rail_data_bit=1 | 3_rail_direction=3,
,0,12,detector_rail,1_rail_data_bit=1 | 3_rail_direction=4,
,0,13,detector_rail,1_rail_data_bit=1 | 3_rail_direction=5,
29,0,0,sticky_piston,3_facing_direction=0,HEIGHTMAP | TILE_ENTITY
,0,1,sticky_piston,3_facing_direction=1,HEIGHTMAP | TILE_ENTITY
,0,2,sticky_piston,3_facing_direction=3,HEIGHTMAP | TILE_ENTITY
,0,3,sticky_piston,3_facing_direction=2,HEIGHTMAP | TILE_ENTITY
,0,4,sticky_piston,3_facing_direction=5,HEIGHTMAP | TILE_ENTITY
,0,5,sticky_piston,3_facing_direction=4,HEIGHTMAP | TILE_ENTITY
,0,8,sticky_piston,3_facing_direction=0,HEIGHTMAP | TILE_ENTITY
,0,9,sticky_piston,3_facing_direction=1,HEIGHTMAP | TILE_ENTITY
,0,10,sticky_piston,3_facing_direction=3,HEIGHTMAP | TILE_ENTITY
,0,11,sticky_piston,3_facing_direction=2,HEIGHTMAP | TILE_ENTITY
,0,12,sticky_piston,3_facing_direction=5,HEIGHTMAP | TILE_ENTITY
,0,13,sticky_piston,3_facing_direction=4,HEIGHTMAP | TILE_ENTITY
30,0,,web,,
31,0,0,deadbush,,
,0,1,tallgrass,8_tall_grass_type=tall,
,0,2,tallgrass,8_tall_grass_type=fern,
32,0,,deadbush,,
33,0,0,piston,3_facing_direction=0,HEIGHTMAP | TILE_ENTITY
,0,1,piston,3_facing_direction=1,HEIGHTMAP | TILE_ENTITY
,0,2,piston,3_facing_direction=3,HEIGHTMAP | TILE_ENTITY
,0,3,piston,3_facing_direction=2,HEIGHTMAP | TILE_ENTITY
,0,4,piston,3_facing_direction=5,HEIGHTMAP | TILE_ENTITY
,0,5,piston,3_facing_direction=4,HEIGHTMAP | TILE_ENTITY
,0,8,piston,3_facing_direction=0,HEIGHTMAP | TILE_ENTITY
,0,9,piston,3_facing_direction=1,HEIGHTMAP | TILE_ENTITY
,0,10,piston,3_facing_direction=3,HEIGHTMAP | TILE_ENTITY
,0,11,piston,3_facing_direction=2,HEIGHTMAP | TILE_ENTITY
,0,12,piston,3_facing_direction=5,HEIGHTMAP | TILE_ENTITY
,0,13,piston,3_facing_direction=4,HEIGHTMAP | TILE_ENTITY
34,0,0,pistonArmCollision,3_facing_direction=0,
,0,1,pistonArmCollision,3_facing_direction=1,
,0,2,pistonArmCollision,3_facing_direction=2,
,0,3,pistonArmCollision,3_facing_direction=3,
,0,4,pistonArmCollision,3_facing_direction=4,
,0,5,pistonArmCollision,3_facing_direction=5,
,0,8,stickyPistonArmCollision,3_facing_direction=0,
,0,9,stickyPistonArmCollision,3_facing_direction=1,
,0,10,stickyPistonArmCollision,3_facing_direction=2,
,0,11,stickyPistonArmCollision,3_facing_direction=3,
,0,12,stickyPistonArmCollision,3_facing_direction=4,
,0,13,stickyPistonArmCollision,3_facing_direction=5,
35,0,0,wool,8_color=white,HEIGHTMAP
,0,1,wool,8_color=orange,HEIGHTMAP
,0,2,wool,8_color=magenta,HEIGHTMAP
,0,3,wool,8_color=light_blue,HEIGHTMAP
,0,4,wool,8_color=yellow,HEIGHTMAP
,0,5,wool,8_color=lime,HEIGHTMAP
,0,6,wool,8_color=pink,HEIGHTMAP
,0,7,wool,8_color=gray,HEIGHTMAP
,0,8,wool,8_color=silver,HEIGHTMAP
,0,9,wool,8_color=cyan,HEIGHTMAP
,0,10,wool,8_color=purple,HEIGHTMAP
,0,11,wool,8_color=blue,HEIGHTMAP
,0,12,wool,8_color=brown,HEIGHTMAP
,0,13,wool,8_color=green,HEIGHTMAP
,0,14,wool,8_color=red,HEIGHTMAP
,0,15,wool,8_color=black,HEIGHTMAP
36,0,,movingBlock,,
37,0,,yellow_flower,,
38,0,0,red_flower,8_flower_type=poppy,
,0,1,red_flower,8_flower_type=orchid,
,0,2,red_flower,8_flower_type=allium,
,0,3,red_flower,8_flower_type=houstonia,
,0,4,red_flower,8_flower_type=tulip_red,
,0,5,red_flower,8_flower_type=tulip_orange,
,0,6,red_flower,8_flower_type=tulip_white,
,0,7,red_flower,8_flower_type=tulip_pink,
,0,8,red_flower,8_flower_type=oxeye,
,0,9,red_flower,8_flower_type=cornflower,
,0,10,red_flower,8_flower_type=lily_of_the_valley,
39,0,,brown_mushroom,,
40,0,,red_mushroom,,
41,0,,gold_block,,HEIGHTMAP
42,0,,iron_block,,HEIGHTMAP
43,0,1,double_stone_slab,8_stone_slab_type=sandstone,HEIGHTMAP
,0,2,double_stone_slab,8_stone_slab_type=wood,HEIGHTMAP
,0,3,double_stone_slab,8_stone_slab_type=cobblestone,HEIGHTMAP
,0,4,double_stone_slab,8_stone_slab_type=brick,HEIGHTMAP
,0,5,double_stone_slab,8_stone_slab_type=stone_brick,HEIGHTMAP
,0,6,double_stone_slab,8_stone_slab_type=nether_brick,HEIGHTMAP
,0,7,double_stone_slab,8_stone_slab_type=quartz,HEIGHTMAP
,0,8,smooth_stone,,HEIGHTMAP
,0,9,sandstone,8_sand_stone_type=smooth,HEIGHTMAP
,0,0,double_stone_slab,8_stone_slab_type=smooth_stone,HEIGHTMAP
44,0,1,stone_slab,8_stone_slab_type=sandstone | 1_top_slot_bit=0,HEIGHTMAP
,0,9,stone_slab,8_stone_slab_type=sandstone | 1_top_slot_bit=1,HEIGHTMAP
,0,2,stone_slab,8_stone_slab_type=wood | 1_top_slot_bit=0,HEIGHTMAP
,0,10,stone_slab,8_stone_slab_type=wood | 1_top_slot_bit=1,HEIGHTMAP
,0,3,stone_slab,8_stone_slab_type=cobblestone | 1_top_slot_bit=0,HEIGHTMAP
,0,11,stone_slab,8_stone_slab_type=cobblestone | 1_top_slot_bit=1,HEIGHTMAP
,0,4,stone_slab,8_stone_slab_type=brick | 1_top_slot_bit=0,HEIGHTMAP
,0,12,stone_slab,8_stone_slab_type=brick | 1_top_slot_bit=1,HEIGHTMAP
,0,5,stone_slab,8_stone_slab_type=stone_brick | 1_top_slot_bit=0,HEIGHTMAP
,0,13,stone_slab,8_stone_slab_type=stone_brick | 1_top_slot_bit=1,HEIGHTMAP
,0,6,stone_slab,8_stone_slab_type=nether_brick | 1_top_slot_bit=0,HEIGHTMAP
,0,14,stone_slab,8_stone_slab_type=nether_brick | 1_top_slot_bit=1,HEIGHTMAP
,0,7,stone_slab,8_stone_slab_type=quartz | 1_top_slot_bit=0,HEIGHTMAP
,0,15,stone_slab,8_stone_slab_type=quartz | 1_top_slot_bit=1,HEIGHTMAP
,0,0,stone_slab,8_stone_slab_type=smooth_stone | 1_top_slot_bit=0,HEIGHTMAP
,0,8,stone_slab,8_stone_slab_type=smooth_stone | 1_top_slot_bit=1,HEIGHTMAP
45,0,,brick_block,,HEIGHTMAP
46,0,0,tnt,1_allow_underwater_bit=0 | 1_explode_bit=0,HEIGHTMAP
,0,1,tnt,1_allow_underwater_bit=0 | 1_explode_bit=1,HEIGHTMAP
47,0,,bookshelf,,HEIGHTMAP
48,0,,mossy_cobblestone,,HEIGHTMAP
49,0,,obsidian,,HEIGHTMAP
50,0,0,torch,8_torch_facing_direction=top,
,0,5,torch,8_torch_facing_direction=top,
,0,1,torch,8_torch_facing_direction=west,
,0,2,torch,8_torch_facing_direction=east,
,0,3,torch,8_torch_facing_direction=north,
,0,4,torch,8_torch_facing_direction=south,
51,0,0,fire,3_age=0,
,0,1,fire,3_age=1,
,0,2,fire,3_age=2,
,0,3,fire,3_age=3,
,0,4,fire,3_age=4,
,0,5,fire,3_age=5,
,0,6,fire,3_age=6,
,0,7,fire,3_age=7,
,0,8,fire,3_age=8,
,0,9,fire,3_age=9,
,0,10,fire,3_age=10,
,0,11,fire,3_age=11,
,0,12,fire,3_age=12,
,0,13,fire,3_age=13,
,0,14,fire,3_age=14,
,0,15,fire,3_age=15,
52,0,,mob_spawner,,TILE_ENTITY
53,0,0,oak_stairs,1_upside_down_bit=0 | 3_weirdo_direction=0,HEIGHTMAP
,0,1,oak_stairs,1_upside_down_bit=0 | 3_weirdo_direction=1,HEIGHTMAP
,0,2,oak_stairs,1_upside_down_bit=0 | 3_weirdo_direction=2,HEIGHTMAP
,0,3,oak_stairs,1_upside_down_bit=0 | 3_weirdo_direction=3,HEIGHTMAP
,0,4,oak_stairs,1_upside_down_bit=1 | 3_weirdo_direction=0,HEIGHTMAP
,0,5,oak_stairs,1_upside_down_bit=1 | 3_weirdo_direction=1,HEIGHTMAP
,0,6,oak_stairs,1_upside_down_bit=1 | 3_weirdo_direction=2,HEIGHTMAP
,0,7,oak_stairs,1_upside_down_bit=1 | 3_weirdo_direction=3,HEIGHTMAP
54,0,2,chest,3_facing_direction=2,TILE_ENTITY
,0,3,chest,3_facing_direction=3,TILE_ENTITY
,0,4,chest,3_facing_direction=4,TILE_ENTITY
,0,5,chest,3_facing_direction=5,TILE_ENTITY
55,0,0,redstone_wire,3_redstone_signal=0,
,0,1,redstone_wire,3_redstone_signal=1,
,0,2,redstone_wire,3_redstone_signal=2,
,0,3,redstone_wire,3_redstone_signal=3,
,0,4,redstone_wire,3_redstone_signal=4,
,0,5,redstone_wire,3_redstone_signal=5,
,0,6,redstone_wire,3_redstone_signal=6,
,0,7,redstone_wire,3_redstone_signal=7,
,0,8,redstone_wire,3_redstone_signal=8,
,0,9,redstone_wire,3_redstone_signal=9,
,0,10,redstone_wire,3_redstone_signal=10,
,0,11,redstone_wire,3_redstone_signal=11,
,0,12,redstone_wire,3_redstone_signal=12,
,0,13,redstone_wire,3_redstone_signal=13,
,0,14,redstone_wire,3_redstone_signal=14,
,0,15,redstone_wire,3_redstone_signal=15,
56,0,,diamond_ore,,HEIGHTMAP
57,0,,diamond_block,,HEIGHTMAP
58,0,,crafting_table,,HEIGHTMAP
59,0,0,wheat,3_growth=0,
,0,1,wheat,3_growth=1,
,0,2,wheat,3_growth=2,
,0,3,wheat,3_growth=3,
,0,4,wheat,3_growth=4,
,0,5,wheat,3_growth=5,
,0,6,wheat,3_growth=6,
,0,7,wheat,3_growth=7,
60,0,0,farmland,3_moisturized_amount=0,HEIGHTMAP
,0,1,farmland,3_moisturized_amount=1,HEIGHTMAP
,0,2,farmland,3_moisturized_amount=2,HEIGHTMAP
,0,3,farmland,3_moisturized_amount=3,HEIGHTMAP
,0,4,farmland,3_moisturized_amount=4,HEIGHTMAP
,0,5,farmland,3_moisturized_amount=5,HEIGHTMAP
,0,6,farmland,3_moisturized_amount=6,HEIGHTMAP
,0,7,farmland,3_moisturized_amount=7,HEIGHTMAP
61,0,0,furnace,3_facing_direction=2,HEIGHTMAP | TILE_ENTITY
,0,2,furnace,3_facing_direction=2,HEIGHTMAP | TILE_ENTITY
,0,3,furnace,3_facing_direction=3,HEIGHTMAP | TILE_ENTITY
,0,4,furnace,3_facing_direction=4,HEIGHTMAP | TILE_ENTITY
,0,5,furnace,3_facing_direction=5,HEIGHTMAP | TILE_ENTITY
62,0,0,lit_furnace,3_facing_direction=2,HEIGHTMAP | TILE_ENTITY
,0,2,lit_furnace,3_facing_direction=2,HEIGHTMAP | TILE_ENTITY
,0,3,lit_furnace,3_facing_direction=3,HEIGHTMAP | TILE_ENTITY
,0,4,lit_furnace,3_facing_direction=4,HEIGHTMAP | TILE_ENTITY
,0,5,lit_furnace,3_facing_direction=5,HEIGHTMAP | TILE_ENTITY
63,0,0,standing_sign,3_ground_sign_direction=0,TILE_ENTITY
,0,1,standing_sign,3_ground_sign_direction=1,TILE_ENTITY
,0,2,standing_sign,3_ground_sign_direction=2,TILE_ENTITY
,0,3,standing_sign,3_ground_sign_direction=3,TILE_ENTITY
,0,4,standing_sign,3_ground_sign_direction=4,TILE_ENTITY
,0,5,standing_sign,3_ground_sign_direction=5,TILE_ENTITY
,0,6,standing_sign,3_ground_sign_direction=6,TILE_ENTITY
,0,7,standing_sign,3_ground_sign_direction=7,TILE_ENTITY
,0,8,standing_sign,3_ground_sign_direction=8,TILE_ENTITY
,0,9,standing_sign,3_ground_sign_direction=9,TILE_ENTITY
,0,10,standing_sign,3_ground_sign_direction=10,TILE_ENTITY
,0,11,standing_sign,3_ground_sign_direction=11,TILE_ENTITY
,0,12,standing_sign,3_ground_sign_direction=12,TILE_ENTITY
,0,13,standing_sign,3_ground_sign_direction=13,TILE_ENTITY
,0,14,standing_sign,3_ground_sign_direction=14,TILE_ENTITY
,0,15,standing_sign,3_ground_sign_direction=15,TILE_ENTITY
64,0,0,wooden_door,3_direction=0 | 1_open_bit=0 | 1_upper_block_bit=0,
,0,1,wooden_door,3_direction=1 | 1_open_bit=0 | 1_upper_block_bit=0,
,0,2,wooden_door,3_direction=2 | 1_open_bit=0 | 1_upper_block_bit=0,
,0,3,wooden_door,3_direction=3 | 1_open_bit=0 | 1_upper_block_bit=0,
,0,4,wooden_door,3_direction=0 | 1_open_bit=1 | 1_upper_block_bit=0,
,0,5,wooden_door,3_direction=1 | 1_open_bit=1 | 1_upper_block_bit=0,
,0,6,wooden_door,3_direction=2 | 1_open_bit=1 | 1_upper_block_bit=0,
,0,7,wooden_door,3_direction=3 | 1_open_bit=1 | 1_upper_block_bit=0,
,0,8,wooden_door,1_door_hinge_bit=0 | 1_upper_block_bit=1,
,0,9,wooden_door,1_door_hinge_bit=1 | 1_upper_block_bit=1,
,0,10,wooden_door,1_door_hinge_bit=0 | 1_upper_block_bit=1,
,0,11,wooden_door,1_door_hinge_bit=1 | 1_upper_block_bit=1,
65,0,2,ladder,3_facing_direction=2,
,0,3,ladder,3_facing_direction=3,
,0,4,ladder,3_facing_direction=4,
,0,5,ladder,3_facing_direction=5,
66,0,0,rail,3_rail_direction=0,
,0,1,rail,3_rail_direction=1,
,0,2,rail,3_rail_direction=2,
,0,3,rail,3_rail_direction=3,
,0,4,rail,3_rail_direction=4,
,0,5,rail,3_rail_direction=5,
,0,6,rail,3_rail_direction=6,
,0,7,rail,3_rail_direction=7,
,0,8,rail,3_rail_direction=8,
,0,9,rail,3_rail_direction=9,
67,0,0,stone_stairs,1_upside_down_bit=0 | 3_weirdo_direction=0,HEIGHTMAP
,0,1,stone_stairs,1_upside_down_bit=0 | 3_weirdo_direction=1,HEIGHTMAP
,0,2,stone_stairs,1_upside_down_bit=0 | 3_weirdo_direction=2,HEIGHTMAP
,0,3,stone_stairs,1_upside_down_bit=0 | 3_weirdo_direction=3,HEIGHTMAP
,0,4,stone_stairs,1_upside_down_bit=1 | 3_weirdo_direction=0,HEIGHTMAP
,0,5,stone_stairs,1_upside_down_bit=1 | 3_weirdo_direction=1,HEIGHTMAP
,0,6,stone_stairs,1_upside_down_bit=1 | 3_weirdo_direction=2,HEIGHTMAP
,0,7,stone_stairs,1_upside_down_bit=1 | 3_weirdo_direction=3,HEIGHTMAP
